distance,slope,elevation
2808,0.062563018,341.142926
2809,0.062460083,341.2026042
2810,0.062357147,341.2622823
2811,0.062254212,341.3219605
2812,0.062151276,341.3816386
2813,0.062048341,341.4413168
2814,0.061945405,341.5009949
2815,0.06184247,341.560673
2816,0.061739534,341.6203512
2817,0.061636599,341.6800293
2818,0.061533663,341.7397075
2819,0.061430728,341.7993856
2820,0.061327792,341.8590637
2821,0.061224857,341.9187419
2822,0.061121921,341.97842
2823,0.061018986,342.0380982
2824,0.06091605,342.0977763
2825,0.060813115,342.1574545
2826,0.060710179,342.2171326
2827,0.060869463,342.282553
2828,0.061028747,342.3479734
2829,0.061188031,342.4133938
2830,0.061347315,342.4788142
2831,0.061506599,342.5442346
2832,0.061665883,342.609655
2833,0.061825167,342.6750754
2834,0.061984451,342.7404958
2835,0.062143735,342.8059162
2836,0.062303019,342.8713366
2837,0.062462303,342.936757
2838,0.062621588,343.0021774
2839,0.062780872,343.0675978
2840,0.062940156,343.1330182
2841,0.06309944,343.1984386
2842,0.063258724,343.263859
2843,0.063418008,343.3292794
2844,0.063577292,343.3946998
2845,0.063736576,343.4601202
2846,0.06389586,343.5255406
2847,0.064055144,343.590961
2848,0.064214428,343.6563814
2849,0.064373712,343.7218018
2850,0.064348804,343.784607
2851,0.064323896,343.8474121
2852,0.064298989,343.9102173
2853,0.064274081,343.9730225
2854,0.064249173,344.0358277
2855,0.064224265,344.0986328
2856,0.064199357,344.161438
2857,0.064174449,344.2242432
2858,0.064149542,344.2870484
2859,0.064124634,344.3498535
2860,0.064099726,344.4126587
2861,0.064074818,344.4754639
2862,0.06404991,344.5382691
2863,0.064025002,344.6010742
2864,0.064000095,344.6638794
2865,0.063975187,344.7266846
2866,0.063950279,344.7894898
2867,0.063925371,344.8522949
2868,0.063900463,344.9151001
2869,0.063875555,344.9779053
2870,0.063850648,345.0407105
2871,0.06382574,345.1035156
2872,0.063800832,345.1663208
2873,0.063682662,345.2252301
2874,0.063564491,345.2841395
2875,0.063446321,345.3430488
2876,0.063328151,345.4019581
2877,0.063209981,345.4608674
2878,0.06309181,345.5197768
2879,0.06297364,345.5786861
2880,0.06285547,345.6375954
2881,0.062737299,345.6965048
2882,0.062619129,345.7554141
2883,0.062500959,345.8143234
2884,0.062382788,345.8732328
2885,0.062264618,345.9321421
2886,0.062146448,345.9910514
2887,0.062028278,346.0499607
2888,0.061910107,346.1088701
2889,0.061791937,346.1677794
2890,0.061673767,346.2266887
2891,0.061555596,346.2855981
2892,0.061437426,346.3445074
2893,0.061319256,346.4034167
2894,0.061201086,346.4623261
2895,0.061082915,346.5212354
2896,0.060964745,346.5801447
2897,0.060846575,346.639054
2898,0.060728404,346.6979634
2899,0.060610234,346.7568727
2900,0.060492064,346.815782
2901,0.060373893,346.8746914
2902,0.060255723,346.9336007
2903,0.060137553,346.99251
2904,0.060019383,347.0514193
2905,0.059901212,347.1103287
2906,0.059783042,347.169238
2907,0.059664872,347.2281473
2908,0.059546701,347.2870567
2909,0.059428531,347.345966
2910,0.059310361,347.4048753
2911,0.05919219,347.4637847
2912,0.05907402,347.522694
2913,0.05895585,347.5816033
2914,0.05883768,347.6405126
2915,0.058719509,347.699422
2916,0.058601339,347.7583313
2917,0.058822172,347.8236403
2918,0.059043005,347.8889493
2919,0.059263837,347.9542583
2920,0.05948467,348.0195673
2921,0.059705503,348.0848763
2922,0.059926336,348.1501853
2923,0.060147169,348.2154943
2924,0.060368002,348.2808033
2925,0.060588834,348.3461123
2926,0.060809667,348.4114213
2927,0.0610305,348.4767304
2928,0.061251333,348.5420394
2929,0.061472166,348.6073484
2930,0.061692998,348.6726574
2931,0.061913831,348.7379664
2932,0.062134664,348.8032754
2933,0.062355497,348.8685844
2934,0.06257633,348.9338934
2935,0.062797163,348.9992024
2936,0.063017995,349.0645114
2937,0.063238828,349.1298204
2938,0.063459661,349.1951294
2939,0.063599493,349.2618561
2940,0.063739326,349.3285828
2941,0.063879158,349.3953095
2942,0.064018991,349.4620361
2943,0.064158823,349.5287628
2944,0.064298655,349.5954895
2945,0.064438488,349.6622162
2946,0.06457832,349.7289429
2947,0.064718153,349.7956696
2948,0.064857985,349.8623963
2949,0.064997818,349.9291229
2950,0.06513765,349.9958496
2951,0.065277482,350.0625763
2952,0.065417315,350.129303
2953,0.065557147,350.1960297
2954,0.06569698,350.2627564
2955,0.065836812,350.3294831
2956,0.065976644,350.3962098
2957,0.066116477,350.4629364
2958,0.066256309,350.5296631
2959,0.066396142,350.5963898
2960,0.066535974,350.6631165
2961,0.066561566,350.7282729
2962,0.066587158,350.7934292
2963,0.06661275,350.8585856
2964,0.066638342,350.9237419
2965,0.066663934,350.9888983
2966,0.066689526,351.0540546
2967,0.066715118,351.119211
2968,0.06674071,351.1843673
2969,0.066766302,351.2495237
2970,0.066791894,351.31468
2971,0.066817486,351.3798364
2972,0.066843078,351.4449927
2973,0.06686867,351.5101491
2974,0.066894262,351.5753054
2975,0.066919854,351.6404618
2976,0.066945446,351.7056181
2977,0.066971038,351.7707745
2978,0.06699663,351.8359308
2979,0.067022222,351.9010872
2980,0.067047814,351.9662435
2981,0.067073406,352.0313999
2982,0.067098998,352.0965562
2983,0.06712459,352.1617126
2984,0.0667181,352.2114778
2985,0.066311609,352.2612429
2986,0.065905119,352.3110081
2987,0.065498629,352.3607732
2988,0.065092138,352.4105384
2989,0.064685648,352.4603035
2990,0.064279158,352.5100687
2991,0.063872667,352.5598338
2992,0.063466177,352.609599
2993,0.063059687,352.6593641
2994,0.062653197,352.7091293
2995,0.062246706,352.7588945
2996,0.061840216,352.8086596
2997,0.061433726,352.8584248
2998,0.061027235,352.9081899
2999,0.060620745,352.9579551
3000,0.060214255,353.0077202
3001,0.059807764,353.0574854
3002,0.059401274,353.1072505
3003,0.058994784,353.1570157
3004,0.058588293,353.2067808
3005,0.058181803,353.256546
3006,0.057775313,353.3063112
3007,0.057368822,353.3560763
3008,0.056962332,353.4058415
3009,0.056555842,353.4556066
3010,0.056149351,353.5053718
3011,0.055742861,353.5551369
3012,0.055336371,353.6049021
3013,0.05492988,353.6546672
3014,0.05452339,353.7044324
3015,0.0541169,353.7541975
3016,0.05371041,353.8039627
3017,0.053303919,353.8537279
3018,0.052897429,353.903493
3019,0.052490939,353.9532582
3020,0.052084448,354.0030233
3021,0.051677958,354.0527885
3022,0.051271468,354.1025536
3023,0.050864977,354.1523188
3024,0.050458487,354.2020839
3025,0.050051997,354.2518491
3026,0.049645506,354.3016142
3027,0.049239016,354.3513794
3028,0.048374893,354.3812755
3029,0.04751077,354.4111717
3030,0.046646647,354.4410678
3031,0.045782525,354.4709639
3032,0.044918402,354.50086
3033,0.044054279,354.5307562
3034,0.043190156,354.5606523
3035,0.042326033,354.5905484
3036,0.04146191,354.6204445
3037,0.040597787,354.6503407
3038,0.039733665,354.6802368
3039,0.038869542,354.7101329
3040,0.038005419,354.7400291
3041,0.037141296,354.7699252
3042,0.036277173,354.7998213
3043,0.03541305,354.8297174
3044,0.034548927,354.8596136
3045,0.033684804,354.8895097
3046,0.032820682,354.9194058
3047,0.031956559,354.9493019
3048,0.031092436,354.9791981
3049,0.030228313,355.0090942
3050,0.030113564,355.0365109
3051,0.029998815,355.0639277
3052,0.029884066,355.0913444
3053,0.029769317,355.1187611
3054,0.029654568,355.1461779
3055,0.029539819,355.1735946
3056,0.02942507,355.2010113
3057,0.029310321,355.228428
3058,0.029195572,355.2558448
3059,0.029080823,355.2832615
3060,0.028966074,355.3106782
3061,0.028851326,355.338095
3062,0.028736577,355.3655117
3063,0.028621828,355.3929284
3064,0.028507079,355.4203452
3065,0.02839233,355.4477619
3066,0.028277581,355.4751786
3067,0.028162832,355.5025953
3068,0.028048083,355.5300121
3069,0.027933334,355.5574288
3070,0.027818585,355.5848455
3071,0.027703836,355.6122623
3072,0.027589087,355.639679
3073,0.027820401,355.6780167
3074,0.028051716,355.7163544
3075,0.02828303,355.7546921
3076,0.028514345,355.7930298
3077,0.028745659,355.8313675
3078,0.028976974,355.8697052
3079,0.029208288,355.9080429
3080,0.029439602,355.9463807
3081,0.029670917,355.9847184
3082,0.029902231,356.0230561
3083,0.030133546,356.0613938
3084,0.03036486,356.0997315
3085,0.030596175,356.1380692
3086,0.030827489,356.1764069
3087,0.031058803,356.2147446
3088,0.031290118,356.2530823
3089,0.031521432,356.29142
3090,0.031752747,356.3297577
3091,0.031984061,356.3680954
3092,0.032215376,356.4064331
3093,0.03244669,356.4447708
3094,0.032678005,356.4831086
3095,0.032909319,356.5214463
3096,0.033140633,356.559784
3097,0.033371948,356.5981217
3098,0.033603262,356.6364594
3099,0.033834577,356.6747971
3100,0.034065891,356.7131348
3101,0.034297206,356.7514725
3102,0.03452852,356.7898102
3103,0.034759834,356.8281479
3104,0.034991149,356.8664856
3105,0.035222463,356.9048233
3106,0.035453778,356.943161
3107,0.035685092,356.9814987
3108,0.035916407,357.0198364
3109,0.036147721,357.0581742
3110,0.036379035,357.0965119
3111,0.03661035,357.1348496
3112,0.036841664,357.1731873
3113,0.037072979,357.211525
3114,0.037304293,357.2498627
3115,0.037535608,357.2882004
3116,0.037766922,357.3265381
3117,0.037891558,357.366398
3118,0.038016195,357.406258
3119,0.038140831,357.4461179
3120,0.038265467,357.4859779
3121,0.038390104,357.5258378
3122,0.03851474,357.5656977
3123,0.038639376,357.6055577
3124,0.038764012,357.6454176
3125,0.038888649,357.6852776
3126,0.039013285,357.7251375
3127,0.039137921,357.7649974
3128,0.039262558,357.8048574
3129,0.039387194,357.8447173
3130,0.03951183,357.8845772
3131,0.039636467,357.9244372
3132,0.039761103,357.9642971
3133,0.039885739,358.0041571
3134,0.040010375,358.044017
3135,0.040135012,358.0838769
3136,0.040259648,358.1237369
3137,0.040384284,358.1635968
3138,0.040508921,358.2034568
3139,0.040633557,358.2433167
3140,0.040458096,358.280716
3141,0.040282635,358.3181153
3142,0.040107174,358.3555146
3143,0.039931713,358.3929139
3144,0.039756252,358.4303132
3145,0.039580791,358.4677124
3146,0.03940533,358.5051117
3147,0.039229869,358.542511
3148,0.039054408,358.5799103
3149,0.038878947,358.6173096
3150,0.038703487,358.6547089
3151,0.038528026,358.6921082
3152,0.038352565,358.7295075
3153,0.038177104,358.7669068
3154,0.038001643,358.8043061
3155,0.037826182,358.8417054
3156,0.037650721,358.8791046
3157,0.03747526,358.9165039
3158,0.037299799,358.9539032
3159,0.037124338,358.9913025
3160,0.036948877,359.0287018
3161,0.036773416,359.0661011
3162,0.037143055,359.1110442
3163,0.037512695,359.1559873
3164,0.037882334,359.2009304
3165,0.038251973,359.2458735
3166,0.038621613,359.2908166
3167,0.038991252,359.3357597
3168,0.039360891,359.3807028
3169,0.039730531,359.4256459
3170,0.04010017,359.470589
3171,0.040469809,359.5155321
3172,0.040839449,359.5604752
3173,0.041209088,359.6054184
3174,0.041578728,359.6503615
3175,0.041948367,359.6953046
3176,0.042318006,359.7402477
3177,0.042687646,359.7851908
3178,0.043057285,359.8301339
3179,0.043426924,359.875077
3180,0.043796564,359.9200201
3181,0.044166203,359.9649632
3182,0.044535842,360.0099063
3183,0.044905482,360.0548494
3184,0.045275121,360.0997925
3185,0.045201375,360.1413947
3186,0.045127629,360.182997
3187,0.045053883,360.2245992
3188,0.044980137,360.2662015
3189,0.044906392,360.3078037
3190,0.044832646,360.3494059
3191,0.0447589,360.3910082
3192,0.044685154,360.4326104
3193,0.044611408,360.4742127
3194,0.044537662,360.5158149
3195,0.044463916,360.5574171
3196,0.04439017,360.5990194
3197,0.044316424,360.6406216
3198,0.044242679,360.6822239
3199,0.044168933,360.7238261
3200,0.044095187,360.7654283
3201,0.044021441,360.8070306
3202,0.043947695,360.8486328
3203,0.043873949,360.8902351
3204,0.043800203,360.9318373
3205,0.043726457,360.9734395
3206,0.043652711,361.0150418
3207,0.043578966,361.056644
3208,0.04350522,361.0982463
3209,0.043431474,361.1398485
3210,0.043357728,361.1814507
3211,0.043283982,361.223053
3212,0.043210236,361.2646552
3213,0.04313649,361.3062575
3214,0.043062744,361.3478597
3215,0.042988998,361.3894619
3216,0.042915253,361.4310642
3217,0.042841507,361.4726664
3218,0.042767761,361.5142687
3219,0.042694015,361.5558709
3220,0.042620269,361.5974731
3221,0.042546523,361.6390754
3222,0.042472777,361.6806776
3223,0.042399031,361.7222799
3224,0.042325285,361.7638821
3225,0.04225154,361.8054843
3226,0.042177794,361.8470866
3227,0.042104048,361.8886888
3228,0.042030302,361.9302911
3229,0.041956556,361.9718933
3230,0.041996889,362.01446
3231,0.042037223,362.0570267
3232,0.042077556,362.0995934
3233,0.04211789,362.1421602
3234,0.042158223,362.1847269
3235,0.042198557,362.2272936
3236,0.04223889,362.2698603
3237,0.042279224,362.312427
3238,0.042319557,362.3549937
3239,0.042359891,362.3975604
3240,0.042400224,362.4401271
3241,0.042440558,362.4826939
3242,0.042480891,362.5252606
3243,0.042521225,362.5678273
3244,0.042561558,362.610394
3245,0.042601892,362.6529607
3246,0.042642225,362.6955274
3247,0.042682559,362.7380941
3248,0.042722892,362.7806608
3249,0.042763226,362.8232276
3250,0.042803559,362.8657943
3251,0.042843893,362.908361
3252,0.042884226,362.9509277
3253,0.043646262,363.0124928
3254,0.044408298,363.0740578
3255,0.045170333,363.1356229
3256,0.045932369,363.1971879
3257,0.046694405,363.258753
3258,0.047456441,363.320318
3259,0.048218476,363.3818831
3260,0.048980512,363.4434481
3261,0.049742548,363.5050132
3262,0.050504584,363.5665782
3263,0.05126662,363.6281433
3264,0.052028655,363.6897084
3265,0.052790691,363.7512734
3266,0.053552727,363.8128385
3267,0.054314763,363.8744035
3268,0.055076798,363.9359686
3269,0.055838834,363.9975336
3270,0.05660087,364.0590987
3271,0.057362906,364.1206637
3272,0.058124941,364.1822288
3273,0.058886977,364.2437938
3274,0.059649013,364.3053589
3275,0.059638334,364.364584
3276,0.059627655,364.4238091
3277,0.059616976,364.4830343
3278,0.059606297,364.5422594
3279,0.059595618,364.6014845
3280,0.05958494,364.6607096
3281,0.059574261,364.7199348
3282,0.059563582,364.7791599
3283,0.059552903,364.838385
3284,0.059542224,364.8976101
3285,0.059531545,364.9568353
3286,0.059520866,365.0160604
3287,0.059510187,365.0752855
3288,0.059499508,365.1345106
3289,0.059488829,365.1937358
3290,0.05947815,365.2529609
3291,0.059467472,365.312186
3292,0.059456793,365.3714111
3293,0.059446114,365.4306363
3294,0.059435435,365.4898614
3295,0.059424756,365.5490865
3296,0.059414077,365.6083116
3297,0.059403398,365.6675368
3298,0.059392719,365.7267619
3299,0.05938204,365.785987
3300,0.059371361,365.8452121
3301,0.059360682,365.9044373
3302,0.059350003,365.9636624
3303,0.059339325,366.0228875
3304,0.059328646,366.0821126
3305,0.059317967,366.1413378
3306,0.059307288,366.2005629
3307,0.059296609,366.259788
3308,0.05928593,366.3190131
3309,0.059275251,366.3782383
3310,0.059264572,366.4374634
3311,0.059253893,366.4966885
3312,0.059243214,366.5559136
3313,0.059232535,366.6151388
3314,0.059221857,366.6743639
3315,0.059211178,366.733589
3316,0.059200499,366.7928141
3317,0.05918982,366.8520393
3318,0.059179141,366.9112644
3319,0.059168462,366.9704895
3320,0.059189731,367.0284901
3321,0.059211,367.0864908
3322,0.05923227,367.1444914
3323,0.059253539,367.2024921
3324,0.059274808,367.2604927
3325,0.059296077,367.3184934
3326,0.059317346,367.376494
3327,0.059338615,367.4344947
3328,0.059359885,367.4924953
3329,0.059381154,367.550496
3330,0.059402423,367.6084966
3331,0.059423692,367.6664973
3332,0.059444961,367.7244979
3333,0.05946623,367.7824986
3334,0.0594875,367.8404992
3335,0.059508769,367.8984999
3336,0.059530038,367.9565005
3337,0.059551307,368.0145012
3338,0.059572576,368.0725018
3339,0.059593845,368.1305025
3340,0.059615115,368.1885031
3341,0.059636384,368.2465038
3342,0.059657653,368.3045044
3343,0.059652901,368.3646585
3344,0.05964815,368.4248127
3345,0.059643398,368.4849668
3346,0.059638647,368.5451209
3347,0.059633895,368.605275
3348,0.059629144,368.6654292
3349,0.059624392,368.7255833
3350,0.059619641,368.7857374
3351,0.059614889,368.8458915
3352,0.059610138,368.9060457
3353,0.059605386,368.9661998
3354,0.059600635,369.0263539
3355,0.059595883,369.086508
3356,0.059591132,369.1466622
3357,0.05958638,369.2068163
3358,0.059581629,369.2669704
3359,0.059576877,369.3271245
3360,0.059572126,369.3872787
3361,0.059567374,369.4474328
3362,0.059562623,369.5075869
3363,0.059557871,369.567741
3364,0.05955312,369.6278952
3365,0.059548368,369.6880493
3366,0.059550582,369.7494812
3367,0.059552796,369.8109131
3368,0.059555009,369.872345
3369,0.059557223,369.9337768
3370,0.059559437,369.9952087
3371,0.059561651,370.0566406
3372,0.059563865,370.1180725
3373,0.059566079,370.1795044
3374,0.059568292,370.2409363
3375,0.059570506,370.3023682
3376,0.05957272,370.3638001
3377,0.059574934,370.4252319
3378,0.059577148,370.4866638
3379,0.059579361,370.5480957
3380,0.059581575,370.6095276
3381,0.059583789,370.6709595
3382,0.059586003,370.7323914
3383,0.059588217,370.7938233
3384,0.059590431,370.8552551
3385,0.059592644,370.916687
3386,0.059594858,370.9781189
3387,0.059597072,371.0395508
3388,0.059486318,371.0938524
3389,0.059375564,371.148154
3390,0.059264809,371.2024557
3391,0.059154055,371.2567573
3392,0.059043301,371.3110589
3393,0.058932547,371.3653605
3394,0.058821792,371.4196622
3395,0.058711038,371.4739638
3396,0.058600284,371.5282654
3397,0.05848953,371.582567
3398,0.058378775,371.6368686
3399,0.058268021,371.6911703
3400,0.058157267,371.7454719
3401,0.058046513,371.7997735
3402,0.057935758,371.8540751
3403,0.057825004,371.9083768
3404,0.05771425,371.9626784
3405,0.057603496,372.01698
3406,0.057492741,372.0712816
3407,0.057381987,372.1255832
3408,0.057271233,372.1798849
3409,0.057160479,372.2341865
3410,0.057049724,372.2884881
3411,0.05693897,372.3427897
3412,0.056828216,372.3970914
3413,0.056717462,372.451393
3414,0.056606707,372.5056946
3415,0.056495953,372.5599962
3416,0.056385199,372.6142978
3417,0.056274445,372.6685995
3418,0.05616369,372.7229011
3419,0.056052936,372.7772027
3420,0.055942182,372.8315043
3421,0.055831428,372.885806
3422,0.055720673,372.9401076
3423,0.055609919,372.9944092
3424,0.055499165,373.0487108
3425,0.055388411,373.1030124
3426,0.055277656,373.1573141
3427,0.055166902,373.2116157
3428,0.055056148,373.2659173
3429,0.054945394,373.3202189
3430,0.054834639,373.3745206
3431,0.054723885,373.4288222
3432,0.054613131,373.4831238
3433,0.054292065,373.5312056
3434,0.053970999,373.5792875
3435,0.053649933,373.6273693
3436,0.053328866,373.6754511
3437,0.0530078,373.723533
3438,0.052686734,373.7716148
3439,0.052365668,373.8196966
3440,0.052044602,373.8677785
3441,0.051723536,373.9158603
3442,0.05140247,373.9639421
3443,0.051081404,374.0120239
3444,0.050760337,374.0601058
3445,0.050439271,374.1081876
3446,0.050118205,374.1562694
3447,0.049797139,374.2043513
3448,0.049476073,374.2524331
3449,0.049155007,374.3005149
3450,0.048833941,374.3485968
3451,0.048512874,374.3966786
3452,0.048191808,374.4447604
3453,0.047870742,374.4928423
3454,0.047549676,374.5409241
3455,0.047429573,374.5844448
3456,0.047309471,374.6279655
3457,0.047189368,374.6714863
3458,0.047069265,374.715007
3459,0.046949163,374.7585277
3460,0.04682906,374.8020484
3461,0.046708957,374.8455691
3462,0.046588855,374.8890898
3463,0.046468752,374.9326106
3464,0.046348649,374.9761313
3465,0.046228547,375.019652
3466,0.046108444,375.0631727
3467,0.045988342,375.1066934
3468,0.045868239,375.1502141
3469,0.045748136,375.1937349
3470,0.045628034,375.2372556
3471,0.045507931,375.2807763
3472,0.045387828,375.324297
3473,0.045267726,375.3678177
3474,0.045147623,375.4113384
3475,0.04502752,375.4548592
3476,0.044907418,375.4983799
3477,0.044787315,375.5419006
3478,0.044836708,375.589116
3479,0.044886101,375.6363315
3480,0.044935493,375.6835469
3481,0.044984886,375.7307624
3482,0.045034279,375.7779778
3483,0.045083672,375.8251933
3484,0.045133065,375.8724087
3485,0.045182458,375.9196241
3486,0.04523185,375.9668396
3487,0.045281243,376.014055
3488,0.045330636,376.0612705
3489,0.045380029,376.1084859
3490,0.045429422,376.1557013
3491,0.045478815,376.2029168
3492,0.045528207,376.2501322
3493,0.0455776,376.2973477
3494,0.045626993,376.3445631
3495,0.045676386,376.3917786
3496,0.045725779,376.438994
3497,0.045775171,376.4862094
3498,0.045824564,376.5334249
3499,0.045873957,376.5806403
3500,0.04592335,376.6278558
3501,0.045972743,376.6750712
3502,0.046022136,376.7222867
3503,0.046071528,376.7695021
3504,0.046120921,376.8167175
3505,0.046170314,376.863933
3506,0.046219707,376.9111484
3507,0.0462691,376.9583639
3508,0.046318492,377.0055793
3509,0.046367885,377.0527948
3510,0.046417278,377.1000102
3511,0.046466671,377.1472256
3512,0.046516064,377.1944411
3513,0.046565457,377.2416565
3514,0.046614849,377.288872
3515,0.046664242,377.3360874
3516,0.046713635,377.3833028
3517,0.046763028,377.4305183
3518,0.046812421,377.4777337
3519,0.046861814,377.5249492
3520,0.046911206,377.5721646
3521,0.046960599,377.6193801
3522,0.047009992,377.6665955
3523,0.047129583,377.7158467
3524,0.047249173,377.7650979
3525,0.047368764,377.8143491
3526,0.047488355,377.8636003
3527,0.047607945,377.9128515
3528,0.047727536,377.9621028
3529,0.047847126,378.011354
3530,0.047966717,378.0606052
3531,0.048086308,378.1098564
3532,0.048205898,378.1591076
3533,0.048325489,378.2083588
3534,0.04844508,378.25761
3535,0.04856467,378.3068612
3536,0.048684261,378.3561124
3537,0.048803852,378.4053636
3538,0.048923442,378.4546148
3539,0.049043033,378.5038661
3540,0.049162623,378.5531173
3541,0.049282214,378.6023685
3542,0.049401805,378.6516197
3543,0.049521395,378.7008709
3544,0.049640986,378.7501221
3545,0.049644115,378.8006967
3546,0.049647243,378.8512712
3547,0.049650372,378.9018458
3548,0.049653501,378.9524204
3549,0.04965663,379.0029949
3550,0.049659758,379.0535695
3551,0.049662887,379.104144
3552,0.049666016,379.1547186
3553,0.049669145,379.2052932
3554,0.049672273,379.2558677
3555,0.049675402,379.3064423
3556,0.049678531,379.3570169
3557,0.049681659,379.4075914
3558,0.049684788,379.458166
3559,0.049687917,379.5087406
3560,0.049691046,379.5593151
3561,0.049694174,379.6098897
3562,0.049697303,379.6604642
3563,0.049700432,379.7110388
3564,0.049703561,379.7616134
3565,0.049706689,379.8121879
3566,0.049709818,379.8627625
3567,0.049631201,379.9086277
3568,0.049552584,379.9544929
3569,0.049473967,380.0003581
3570,0.04939535,380.0462233
3571,0.049316733,380.0920885
3572,0.049238116,380.1379537
3573,0.049159499,380.1838189
3574,0.049080882,380.2296842
3575,0.049002265,380.2755494
3576,0.048923648,380.3214146
3577,0.048845031,380.3672798
3578,0.048766414,380.413145
3579,0.048687797,380.4590102
3580,0.04860918,380.5048754
3581,0.048530563,380.5507406
3582,0.048451946,380.5966058
3583,0.048373329,380.642471
3584,0.048294712,380.6883362
3585,0.048216095,380.7342014
3586,0.048137478,380.7800666
3587,0.048058861,380.8259318
3588,0.047980244,380.871797
3589,0.047901628,380.9176623
3590,0.047823011,380.9635275
3591,0.047744394,381.0093927
3592,0.047665777,381.0552579
3593,0.04758716,381.1011231
3594,0.047508543,381.1469883
3595,0.047429926,381.1928535
3596,0.047351309,381.2387187
3597,0.047272692,381.2845839
3598,0.047194075,381.3304491
3599,0.047115458,381.3763143
3600,0.047036841,381.4221795
3601,0.046958224,381.4680447
3602,0.046879607,381.5139099
3603,0.04680099,381.5597751
3604,0.046722373,381.6056404
3605,0.046643756,381.6515056
3606,0.046565139,381.6973708
3607,0.046486522,381.743236
3608,0.046407905,381.7891012
3609,0.046329288,381.8349664
3610,0.046250671,381.8808316
3611,0.046172054,381.9266968
3612,0.045799286,381.9650824
3613,0.045426518,382.0034679
3614,0.04505375,382.0418535
3615,0.044680982,382.0802391
3616,0.044308214,382.1186246
3617,0.043935446,382.1570102
3618,0.043562678,382.1953957
3619,0.04318991,382.2337813
3620,0.042817142,382.2721669
3621,0.042444374,382.3105524
3622,0.042071607,382.348938
3623,0.041698839,382.3873236
3624,0.041326071,382.4257091
3625,0.040953303,382.4640947
3626,0.040580535,382.5024803
3627,0.040207767,382.5408658
3628,0.039834999,382.5792514
3629,0.039462231,382.6176369
3630,0.039089463,382.6560225
3631,0.038716695,382.6944081
3632,0.038343927,382.7327936
3633,0.037971159,382.7711792
3634,0.037833096,382.8067058
3635,0.037695033,382.8422324
3636,0.03755697,382.8777591
3637,0.037418907,382.9132857
3638,0.037280844,382.9488123
3639,0.037142781,382.9843389
3640,0.037004718,383.0198656
3641,0.036866655,383.0553922
3642,0.036728592,383.0909188
3643,0.036590529,383.1264454
3644,0.036452467,383.1619721
3645,0.036314404,383.1974987
3646,0.036176341,383.2330253
3647,0.036038278,383.2685519
3648,0.035900215,383.3040785
3649,0.035762152,383.3396052
3650,0.035624089,383.3751318
3651,0.035486026,383.4106584
3652,0.035347963,383.446185
3653,0.0352099,383.4817117
3654,0.035071837,383.5172383
3655,0.034933774,383.5527649
3656,0.035149063,383.5915169
3657,0.035364352,383.6302689
3658,0.035579641,383.669021
3659,0.035794929,383.707773
3660,0.036010218,383.746525
3661,0.036225507,383.785277
3662,0.036440796,383.824029
3663,0.036656085,383.862781
3664,0.036871374,383.9015331
3665,0.037086663,383.9402851
3666,0.037301952,383.9790371
3667,0.03751724,384.0177891
3668,0.037732529,384.0565411
3669,0.037947818,384.0952931
3670,0.038163107,384.1340452
3671,0.038378396,384.1727972
3672,0.038593685,384.2115492
3673,0.038808974,384.2503012
3674,0.039024263,384.2890532
3675,0.039239551,384.3278052
3676,0.03945484,384.3665573
3677,0.039670129,384.4053093
3678,0.039885418,384.4440613
3679,0.040211081,384.4990795
3680,0.040536743,384.5540978
3681,0.040862406,384.609116
3682,0.041188068,384.6641342
3683,0.041513731,384.7191524
3684,0.041839393,384.7741707
3685,0.042165056,384.8291889
3686,0.042490718,384.8842071
3687,0.042816381,384.9392253
3688,0.043142044,384.9942436
3689,0.043467706,385.0492618
3690,0.043793369,385.10428
3691,0.044119031,385.1592982
3692,0.044444694,385.2143165
3693,0.044770356,385.2693347
3694,0.045096019,385.3243529
3695,0.045421681,385.3793711
3696,0.045747344,385.4343894
3697,0.046073007,385.4894076
3698,0.046398669,385.5444258
3699,0.046724332,385.599444
3700,0.047049994,385.6544623
3701,0.047375657,385.7094805
3702,0.047701319,385.7644987
3703,0.048026982,385.8195169
3704,0.048352645,385.8745352
3705,0.048678307,385.9295534
3706,0.04900397,385.9845716
3707,0.049329632,386.0395898
3708,0.049655295,386.0946081
3709,0.049980957,386.1496263
3710,0.05030662,386.2046445
3711,0.050632282,386.2596627
3712,0.050957945,386.314681
3713,0.051283608,386.3696992
3714,0.05160927,386.4247174
3715,0.051934933,386.4797356
3716,0.052260595,386.5347539
3717,0.052586258,386.5897721
3718,0.05291192,386.6447903
3719,0.053237583,386.6998085
3720,0.053563245,386.7548268
3721,0.053888908,386.809845
3722,0.054967549,386.8860633
3723,0.05604619,386.9622816
3724,0.057124831,387.0384999
3725,0.058203471,387.1147183
3726,0.059282112,387.1909366
3727,0.060360753,387.2671549
3728,0.061439394,387.3433732
3729,0.062518035,387.4195915
3730,0.063596676,387.4958098
3731,0.064675317,387.5720281
3732,0.065753958,387.6482464
3733,0.066832598,387.7244648
3734,0.067911239,387.8006831
3735,0.06898988,387.8769014
3736,0.070068521,387.9531197
3737,0.071147162,388.029338
3738,0.072225803,388.1055563
3739,0.073304444,388.1817746
3740,0.074383085,388.2579929
3741,0.075461725,388.3342113
3742,0.076540366,388.4104296
3743,0.077619007,388.4866479
3744,0.078697648,388.5628662
3745,0.078962401,388.6493941
3746,0.079227154,388.7359221
